ID,type,text
25582,compounds,guardhouse | guard | house
6760,commonWords,guardian
21939,word_clues,guards: watches | palace figures | security staff
10740,personalNouns,guardsman
25583,compounds,guardsman | guards | man
10741,personalNouns,guerrilla
576,infinitive_verbs,guess
5218,commonWords,guess
7962,general_verbs,guess | guessed
20305,word_clues,guess: shot in the dark | conjecture | surmise | take a stab | speculate | estimate
10742,personalNouns,guesser
25584,compounds,guesswork | guess | work
3935,commonWords,guest
7046,commonWords,guestbook
5623,commonWords,guests
5685,commonWords,guidance
577,infinitive_verbs,guide
2787,commonWords,guide
10743,personalNouns,guide
7963,general_verbs,guide | guided
20306,word_clues,guide: steer | tour leader | safari escort | museum employee
25585,compounds,guidebook | guide | book
27684,resume_action_words,guided
25586,compounds,guideline | guide | line
4262,commonWords,guidelines
25587,compounds,guidepost | guide | post
3830,commonWords,guides
21940,word_clues,guides: steers | tour leaders | safari escorts | museum employees
20307,word_clues,guild: society | early trade union | trade organization
10744,personalNouns,guilt
21941,word_clues,guilty: caught red handed | jury verdict | not innocent
6034,commonWords,guinea
4620,commonWords,guitar
20308,word_clues,gulch: deep ravine | arroyo | ditch | gorge
7301,commonWords,gulf
8942,rhymelees_words,gulf
18919,word_clues,gulf: split | chasm | abyss | wide gap
18920,word_clues,gull: shore bird | aquatic bird | sea bird
27827,interjections,gulp
25588,compounds,gumball | gum | ball
25589,compounds,gumdrop | gum | drop
18921,word_clues,gums: teeth holders | mouth piece
25590,compounds,gumshoe | gum | shoe
5780,commonWords,gun
25591,compounds,gunboat | gun | boat
25592,compounds,guncotton | gun | cotton
25593,compounds,gunfire | gun | fire
25594,compounds,gunlock | gun | lock
1420,nouns,gunman
25595,compounds,gunman | gun | man
25596,compounds,gunmetal | gun | metal
10745,personalNouns,gunner
25597,compounds,gunpowder | gun | powder
18922,word_clues,guns: strong arms | firearms | pea shooters
25598,compounds,gunshot | gun | shot
10746,personalNouns,gunsmith
25599,compounds,gunsmith | gun | smith
18923,word_clues,guru: expert | spiritual advisor | wise one | sage
10747,personalNouns,gusher
8782,pairs,gusset | russet
1421,nouns,gusto
24204,adjs,gusty
18924,word_clues,guts: moxie | courage | internal organs
21942,word_clues,gutter: bowler's bane | lane boundary | water catcher on a house
25600,compounds,guttersnipe | gutter | snipe
4259,commonWords,guy
4594,commonWords,guys
18925,word_clues,guys: men | fellows
10748,personalNouns,guzzle
21943,word_clues,guzzle: consume rapidly | gulp down | knock back | chug
10749,personalNouns,gymnast
18926,word_clues,gyms: workout places | workout spots | workout centers
8843,pairs,gyrate | irate
2765,commonWords,h
5936,commonWords,ha
27828,interjections,ha
27829,interjections,ha-ha
20309,word_clues,habit: custom | regular practice | nun's garb
1422,nouns,habitation
21944,word_clues,habits: customs | regular practices | clothes for a nun
8886,pairs,habitual | ritual
10750,personalNouns,habitue
18927,word_clues,hack: cut ruthlessly | unskilled writer | break into computers
1423,nouns,hacker
10751,personalNouns,hacker
21945,word_clues,hacker: electronic snoop | computer criminal | digital thief
20310,word_clues,hacks: unskilled writers | cabbies | breaks a computer code | chops clumsily
25601,compounds,hacksaw | hack | saw
2551,commonWords,had
10752,personalNouns,hag
21946,word_clues,haggle: try to get a better price | wrangle | bargain
10753,personalNouns,haggler
10754,personalNouns,hagiologist
18928,word_clues,hags: crones | witches | evil old women
27830,interjections,hah
18929,word_clues,hail: call a cab | icy precipitation
25602,compounds,hailstone | hail | stone
25603,compounds,hailstorm | hail | storm
3802,commonWords,hair
18930,word_clues,hair: head covering | mammal feature | fur
25604,compounds,hairbreadth | hair | breadth
25605,compounds,hairbrush | hair | brush
25606,compounds,haircloth | hair | cloth
25607,compounds,haircut | hair | cut
25608,compounds,hairdo | hair | do
10755,personalNouns,hairdresser
25609,compounds,hairdresser | hair | dresser
25610,compounds,hairline | hair | line
25611,compounds,hairpin | hair | pin
25612,compounds,hairsbreadth | hairs | breadth
10756,personalNouns,hairsplitter
25613,compounds,hairsplitting | hair | splitting
25614,compounds,hairspring | hair | spring
6256,commonWords,hairy
20311,word_clues,hairy: shaggy | fuzzy | bushy | perilous
10757,personalNouns,halberdier
3373,commonWords,half
24205,adjs,half-breed
18931,word_clues,half: one of two | fifty percent
25615,compounds,halfback | half | back
10758,personalNouns,halfer
25616,compounds,halfway | half | way
25617,compounds,halfwit | half | wit
3774,commonWords,hall
18932,word_clues,hall: concert venue | corridor | foyer
27831,interjections,hallelujah
20312,word_clues,halls: corridors | large gathering places | lecture sites
1424,nouns,hallway
25618,compounds,hallway | hall | way
7553,ergative_verbs,halt
18933,word_clues,halt: stop | call off | discontinue
10759,personalNouns,halter
21947,word_clues,halter: summer top | summer wear | horse headgear | horse restraint
7554,ergative_verbs,halve
1425,nouns,hamburger
6503,commonWords,hamilton
578,infinitive_verbs,hammer
7964,general_verbs,hammer | hammered
21948,word_clues,hammer: carpentry tool | blunt tool | pound
24792,states_of_drunkenness,hammered
25619,compounds,hammerhead | hammer | head
1426,nouns,hammock
21949,word_clues,hamper: hold back | laundry repository | impede progress
5716,commonWords,hampshire
18934,word_clues,hams: sandwich meats | deli display | pork slices
25620,compounds,hamstring | ham | string
579,infinitive_verbs,hand
3089,commonWords,hand
7965,general_verbs,hand | handed
24206,adjs,hand-held
18935,word_clues,hand: crew member | helper | assistance | ranch worker
25621,compounds,handbag | hand | bag
25622,compounds,handball | hand | ball
25623,compounds,handbill | hand | bill
6865,commonWords,handbook
25624,compounds,handbook | hand | book
25625,compounds,handcar | hand | car
25626,compounds,handcart | hand | cart
25627,compounds,handclasp | hand | clasp
25628,compounds,handcuff | hand | cuff
25629,compounds,handgrenade | hand | grenade
25630,compounds,handgun | hand | gun
24207,adjs,handheld
25631,compounds,handheld | hand | held
25632,compounds,handhold | hand | hold
10760,personalNouns,handicapper
10761,personalNouns,handicraft
25633,compounds,handkerchief | hand | kerchief
580,infinitive_verbs,handle
4910,commonWords,handle
7966,general_verbs,handle | handled
21950,word_clues,handle: take care of | moniker | attend to | shovel part | knife part
25634,compounds,handlebars | handle | bars
27685,resume_action_words,handled
1427,nouns,handling
4962,commonWords,handling
25635,compounds,handmade | hand | made
25636,compounds,handmaid | hand | maid
25637,compounds,handout | hand | out
25638,compounds,handover | hand | over
25639,compounds,handpick | hand | pick
25640,compounds,handprint | hand | print
25641,compounds,handpuppet | hand | puppet
25642,compounds,handrail | hand | rail
1428,nouns,hands
4120,commonWords,hands
24208,adjs,hands-off
20313,word_clues,hands: ranch workers | deck crew | clapping requirements
25643,compounds,handset | hand | set
1429,nouns,handshake
25644,compounds,handshake | hand | shake
25645,compounds,handspring | hand | spring
25646,compounds,handstand | hand | stand
25647,compounds,handwaving | hand | waving
25648,compounds,handwork | hand | work
25649,compounds,handwriting | hand | writing
20314,word_clues,handy: within reach | within easy reach | useful | good to have around
25650,compounds,handyman | handy | man
581,infinitive_verbs,hang
7555,ergative_verbs,hang
7967,general_verbs,hang | hung
534156,irregular_verbs,"hang, hung, hung"
18936,word_clues,hang: put up | droop | be undecided | suspend | nail to the wall
21951,word_clues,hangar: aircraft shed | plane warehouse | jet home
25651,compounds,hangdog | hang | dog
10762,personalNouns,hanger
10763,personalNouns,hanger-on
10764,personalNouns,hangman
25652,compounds,hangman | hang | man
25653,compounds,hangnail | hang | nail
25654,compounds,hangout | hang | out
25655,compounds,hangover | hang | over
20315,word_clues,hangs: puts up | suspends | hovers
582,infinitive_verbs,happen
5322,commonWords,happen
7968,general_verbs,happen | happened
21952,word_clues,happen: come to pass | transpire | occur
5532,commonWords,happened
6123,commonWords,happens
8468,adverbs,happily
1430,nouns,happiness
3725,commonWords,happy
20316,word_clues,happy: cheerful | pleased | tickled | in good spirits
10765,personalNouns,haranguer
583,infinitive_verbs,harass
7969,general_verbs,harass | harassed
10766,personalNouns,harasser
10767,personalNouns,harbinger
7221,commonWords,harbor
21953,word_clues,harbor: place of refuge | safe haven | give shelter to | dockside area
3041,commonWords,hard
24209,adjs,hard-pressed
18937,word_clues,hard: tough | difficult | not soft
4423,commonWords,hardcore
5693,commonWords,hardcover
7556,ergative_verbs,harden
21954,word_clues,harden: set | solidify | gel | become rigid
21955,word_clues,hardly: not quite | not at all | only just
25656,compounds,hardpan | hard | pan
1431,nouns,hardship
25657,compounds,hardtack | hard | tack
25658,compounds,hardtop | hard | top
3402,commonWords,hardware
25659,compounds,hardware | hard | ware
10768,personalNouns,hardwareman
25660,compounds,hardwire | hard | wire
25661,compounds,hardwood | hard | wood
18938,word_clues,hare: hopping mammal | tortoise rival
25662,compounds,harebrained | hare | brained
10769,personalNouns,harlot
24210,adjs,harlot
584,infinitive_verbs,harm
7970,general_verbs,harm | harmed
7557,ergative_verbs,harmonize
10770,personalNouns,harmonizer
18939,word_clues,harp: stringed instrument | plucked instrument | angelic instrument
10771,personalNouns,harpooner
20317,word_clues,harpy: shrew | nag | mythical winged monster | mythical bird woman
10772,personalNouns,harridan
10773,personalNouns,harrier
6800,commonWords,harris
27832,interjections,harrumph
4818,commonWords,harry
20318,word_clues,harsh: raspy | severe | savage | caustic | grating | ruthless
10774,personalNouns,harvester
10775,personalNouns,harvestman
2485,commonWords,has
21956,word_clues,hassle: fuss | bug | bother | pain in the neck | trouble | pester | annoyance
20319,word_clues,haste: hurry | rush | speed | swiftness
7558,ergative_verbs,hasten
8469,adverbs,hastily
20320,word_clues,hasty: rushed | hurried | ill-considered | impulsive | rash
5590,commonWords,hat
10776,personalNouns,hatchet
25663,compounds,hatchway | hatch | way
585,infinitive_verbs,hate
5972,commonWords,hate
7971,general_verbs,hate | hated
18940,word_clues,hate: detest | despise | loathe
10777,personalNouns,hater
20321,word_clues,hates: can't stand | loathes | despises | detests
10778,personalNouns,hatrack
18941,word_clues,hats: tops | head accessories | caps
10779,personalNouns,hatter
10780,personalNouns,hauberk
10781,personalNouns,haul
18942,word_clues,haul: carry | drag | pull with effort
10782,personalNouns,hauler
10783,personalNouns,haulm
10784,personalNouns,hauls
10785,personalNouns,haunch
586,infinitive_verbs,haunt
10786,personalNouns,haunt
7972,general_verbs,haunt | haunted
20322,word_clues,haunt: familiar hangout | frequented spot | stomping ground
21957,word_clues,haunts: familiar hangouts | frequented spots | stomping grounds
10787,personalNouns,haustorium
10788,personalNouns,hauteur
10789,personalNouns,havana
2471,commonWords,have
10790,personalNouns,have
534157,irregular_verbs,"have, has, had"
18943,word_clues,have: possess | keep | own
10791,personalNouns,havelock
20323,word_clues,haven: retreat | refuge | safe place | harbor | sanctuary
10792,personalNouns,haversack
3173,commonWords,having
10793,personalNouns,havoc
20324,word_clues,havoc: chaos | pandemonium | disorder | mayhem
10794,personalNouns,haw
27833,interjections,haw
10795,personalNouns,haw-haw
4854,commonWords,hawaii
10796,personalNouns,hawfinch
10797,personalNouns,hawk
18944,word_clues,hawk: bird of prey | aggressive sell
10798,personalNouns,hawkbill
10799,personalNouns,hawkbit
10800,personalNouns,hawker
20325,word_clues,hawks: peddles | raptors | touts | type of birds
10801,personalNouns,hawse
10802,personalNouns,hawser
10803,personalNouns,hawthorn
10804,personalNouns,haycock
25664,compounds,haycock | hay | cock
10805,personalNouns,hayfield
25665,compounds,hayfield | hay | field
10806,personalNouns,hayfork
25666,compounds,hayfork | hay | fork
10807,personalNouns,hayloft
25667,compounds,hayloft | hay | loft
10808,personalNouns,haymaker
10809,personalNouns,haymow
25668,compounds,haymow | hay | mow
10810,personalNouns,hayrack
10811,personalNouns,hayrick
25669,compounds,hayride | hay | ride
25670,compounds,hayseed | hay | seed
10812,personalNouns,haystack
25671,compounds,haystack | hay | stack
25672,compounds,haywire | hay | wire
10813,personalNouns,hazard
21958,word_clues,hazard: danger | risk | peril | threat
10814,personalNouns,haze
18945,word_clues,haze: visibility reducer | light smog | skyline obscurer | visibility obstacle
10815,personalNouns,hazel
20326,word_clues,hazel: light brown | yellowish brown | eye color | eye shade | brownish
10816,personalNouns,hazelnut
25673,compounds,hazelnut | hazel | nut
21959,word_clues,hazily: murkily | not clearly | vaguely
18946,word_clues,hazy: uncertain | unclear | in a fog | overcast | vague
6540,commonWords,hd
2498,commonWords,he
10817,personalNouns,he
23825,personal_pronouns,he | t | m | s
587,infinitive_verbs,head
3137,commonWords,head
10818,personalNouns,head
7973,general_verbs,head | headed
18947,word_clues,head: lead | hat holder | beer foam
10819,personalNouns,headache
25674,compounds,headache | head | ache
10820,personalNouns,headband
25675,compounds,headband | head | band
25676,compounds,headboard | head | board
1432,nouns,headcount
10821,personalNouns,headdress
25677,compounds,headdress | head | dress
1433,nouns,header
6204,commonWords,header
10822,personalNouns,header
21960,word_clues,header: spill | tumble | section title
10823,personalNouns,headfirst
25678,compounds,headfirst | head | first
25679,compounds,headgear | head | gear
25680,compounds,headhunter | head | hunter
10824,personalNouns,headland
25681,compounds,headland | head | land
10825,personalNouns,headlight
25682,compounds,headlight | head | light
25683,compounds,headline | head | line
4770,commonWords,headlines
25684,compounds,headlock | head | lock
10826,personalNouns,headlong
25685,compounds,headlong | head | long
10827,personalNouns,headman
25686,compounds,headmaster | head | master
25687,compounds,headmistress | head | mistress
25688,compounds,headphone | head | phone
10828,personalNouns,headpiece
1434,nouns,headquarters
10829,personalNouns,headquarters
25689,compounds,headquarters | head | quarters
10830,personalNouns,headrace
25690,compounds,headrest | head | rest
1435,nouns,heads
6362,commonWords,heads
20327,word_clues,heads: directs | is in charge of | coin toss call | bosses | lettuce units
10831,personalNouns,headsail
1436,nouns,headset
25691,compounds,headset | head | set
10832,personalNouns,headshake
10833,personalNouns,headsman
10834,personalNouns,headstall
25692,compounds,headstall | head | stall
25693,compounds,headstand | head | stand
10835,personalNouns,headstock
25694,compounds,headstone | head | stone
10836,personalNouns,headstrong
25695,compounds,headstrong | head | strong
25696,compounds,headwaiter | head | waiter
25697,compounds,headwater | head | water
25698,compounds,headway | head | way
588,infinitive_verbs,heal
7559,ergative_verbs,heal
7974,general_verbs,heal | healed
18948,word_clues,heal: mend | cure | get well | recuperate
21961,word_clues,healer: doctor | medicine man | physician
6961,commonWords,healing
10837,personalNouns,healing
24211,adjs,healing
2562,commonWords,health
10838,personalNouns,health
21962,word_clues,health: well being | fitness | vigor | wellness
5231,commonWords,healthcare
24212,adjs,healthier
24213,adjs,healthiest
8470,adverbs,healthily
5060,commonWords,healthy
589,infinitive_verbs,heap
10839,personalNouns,heap
7975,general_verbs,heap | heaped
4181,commonWords,hear
10840,personalNouns,hear
534158,irregular_verbs,"hear, heard, heard"
18949,word_clues,hear: listen to | find out | listen
4249,commonWords,heard
10841,personalNouns,heard
20328,word_clues,heard: learned | picked up | got wind of | listened to | found out | got the message
10842,personalNouns,hearer
4542,commonWords,hearing
20329,word_clues,hears: listens to | uses one of the senses | gets wind of | receives sounds
25699,compounds,hearsay | hear | say
10843,personalNouns,hearse
21963,word_clues,hearse: final transport | leader of a procession | morbid vehicle
3334,commonWords,heart
10844,personalNouns,heart
24214,adjs,heart
24215,adjs,heart-shaped
10845,personalNouns,heart-whole
20330,word_clues,heart: central part | spirit | center | cardiology concern | vital organ
10846,personalNouns,heartache
25700,compounds,heartache | heart | ache
25701,compounds,heartbeat | heart | beat
10847,personalNouns,heartbreak
25702,compounds,heartbreak | heart | break
25703,compounds,heartbroken | heart | broken
10848,personalNouns,heartburn
25704,compounds,heartburn | heart | burn
10849,personalNouns,heartfelt
1437,nouns,hearth
10850,personalNouns,hearth
21964,word_clues,hearth: hot spot | fireplace | fireplace floor
25705,compounds,hearthstone | hearth | stone
1438,nouns,hearts
21965,word_clues,hearts: card game | red suit | essential parts | blood pumpers
10851,personalNouns,heartsick
25706,compounds,heartsick | heart | sick
25707,compounds,heartstring | heart | string
10852,personalNouns,heartwood
21966,word_clues,hearty: robust | abundant | vigorous | cordial | substantial
590,infinitive_verbs,heat
4472,commonWords,heat
10853,personalNouns,heat
7976,general_verbs,heat | heated
18950,word_clues,heat: radiator output | warm up | warmth
10854,personalNouns,heater
21967,word_clues,heater: furnace | warming device | fastball
1439,nouns,heath
10855,personalNouns,heath
24216,adjs,heathen
10856,personalNouns,heather
6537,commonWords,heating
20331,word_clues,heats: qualifying races | warms up | increases the temperature
10857,personalNouns,heave
534159,irregular_verbs,"heave, hove, hoven"
20332,word_clues,heave: chuck | pitch | fling | cast | throw | toss | hurl
6132,commonWords,heaven
28004,encouraging_words,heavenly
10858,personalNouns,heavenward
10859,personalNouns,heaver
10860,personalNouns,heaves
8471,adverbs,heavily
4590,commonWords,heavy
20333,word_clues,heavy: serious | weighty | of great weight | dificult to lift
25708,compounds,heavyset | heavy | set
25709,compounds,heavyweight | heavy | weight
10861,personalNouns,hebdomad
10862,personalNouns,hebe
10863,personalNouns,hebetude
10864,personalNouns,hebraist
10865,personalNouns,hebrew
10866,personalNouns,hebridean
10867,personalNouns,hecatomb
10868,personalNouns,heckle
21968,word_clues,heckle: badger | torment | annoy from the audience
10869,personalNouns,hectare
21969,word_clues,hectic: frenzied | rushed | chaotic | feverish | frantic
10870,personalNouns,hectogram
10871,personalNouns,hectograph
10872,personalNouns,hectolitre
10873,personalNouns,hectometre
10874,personalNouns,hector
10875,personalNouns,hedge
20334,word_clues,hedge: be indecisive | financial safeguard | property divider | row of bushes | line of bushes
10876,personalNouns,hedgehog
25710,compounds,hedgehog | hedge | hog
25711,compounds,hedgehop | hedge | hop
10877,personalNouns,hedger
10878,personalNouns,hedgerow
24217,adjs,hedonistic
27834,interjections,hee
10879,personalNouns,heel
18951,word_clues,heel: shoe piece | foot part | dog command
20335,word_clues,heels: shoe parts | scoundrels | classy female shoes
10880,personalNouns,heft
1440,nouns,hegemony
10881,personalNouns,hegira
10882,personalNouns,heifer
1441,nouns,height
5022,commonWords,height
10883,personalNouns,height
21970,word_clues,height: pinnacle | elevation | how tall something is
8943,rhymelees_words,heighth
6949,commonWords,heights
10884,personalNouns,heir
18952,word_clues,heir: next in a bloodline | natural successor | estate beneficiary
10885,personalNouns,heiress
10886,personalNouns,heirloom
25712,compounds,heirloom | heir | loom
10887,personalNouns,hejira
3508,commonWords,held
10888,personalNouns,held
18953,word_clues,held: in reserve | possessed | owned
10889,personalNouns,helena
10890,personalNouns,heliac
10891,personalNouns,helichrysum
10892,personalNouns,helicon
10893,personalNouns,heliograph
10894,personalNouns,heliogravure
10895,personalNouns,heliotrope
10896,personalNouns,heliotype
10897,personalNouns,heliozoa
10898,personalNouns,helium
21971,word_clues,helium: second lightest element | blimp supply | balloon filler
10899,personalNouns,helix
20336,word_clues,helix: spiral | dna structure | ornamental spiral
5785,commonWords,hell
10900,personalNouns,hell
10901,personalNouns,hellbender
25713,compounds,hellcat | hell | cat
10902,personalNouns,hellebore
10903,personalNouns,hellespont
25714,compounds,hellhole | hell | hole
10904,personalNouns,hellhound
1442,nouns,hello
4865,commonWords,hello
10905,personalNouns,hello
20337,word_clues,hello: conversation starter | word of welcome | welcoming word | greeting
10906,personalNouns,helm
18954,word_clues,helm: captain's place | command post | boat's steering wheel
10907,personalNouns,helmet
21972,word_clues,helmet: bike protection | head gear | sporting gear
10908,personalNouns,helminth
10909,personalNouns,helmsman
10910,personalNouns,helot
591,infinitive_verbs,help
2521,commonWords,help
10911,personalNouns,help
7977,general_verbs,help | helped
18955,word_clues,help: lend a hand | assist | 911 request
6008,commonWords,helped
1443,nouns,helper
10912,personalNouns,helper
21973,word_clues,helper: assistant | contributor | spare hand
4226,commonWords,helpful
8472,adverbs,helpfully
1444,nouns,helping
5596,commonWords,helping
8473,adverbs,helplessly
1445,nouns,helplessness
25715,compounds,helpmate | help | mate
10913,personalNouns,helpmeet
25716,compounds,helpmeet | help | meet
5140,commonWords,helps
10914,personalNouns,helter-skelter
10915,personalNouns,helve
10916,personalNouns,hem
10917,personalNouns,hematite
10918,personalNouns,hematocele
10919,personalNouns,hematoma
10920,personalNouns,hemerocallis
10921,personalNouns,hemicycle
10922,personalNouns,hemimetabola
10923,personalNouns,hemipode
10924,personalNouns,hemiptera
10925,personalNouns,hemipteran
10926,personalNouns,hemisphere
10927,personalNouns,hemlock
10928,personalNouns,hemorrhoids
10929,personalNouns,hemp
10930,personalNouns,hemstitch
25717,compounds,hemstitch | hem | stitch
10931,personalNouns,henbit
7012,commonWords,hence
20338,word_clues,hence: therefore | as a result | consequently | so | thus | ergo
10932,personalNouns,henceforth
25718,compounds,henceforth | hence | forth
8844,pairs,henceforth | thenceforth
10933,personalNouns,henceforward
10934,personalNouns,henchman
10935,personalNouns,hencoop
10936,personalNouns,hendiadys
10937,personalNouns,henhouse
10938,personalNouns,henna
10939,personalNouns,henroost
5215,commonWords,henry
4804,commonWords,hentai
10940,personalNouns,hep
10941,personalNouns,hepatica
10942,personalNouns,hepper
10943,personalNouns,heptad
10944,personalNouns,heptagon
2583,commonWords,her
281,possessive_pronouns,her | t | f | s
23824,personal_pronouns,her | t | f | s
10945,personalNouns,herald
24218,adjs,heralded
10946,personalNouns,herb
18956,word_clues,herb: basil or oregano | flavorful plant | chef's seasoning
24219,adjs,herbal
21974,word_clues,herbal: like some tea | like some remedies | like some medicine
10947,personalNouns,herbalist
10948,personalNouns,herbarium
10949,personalNouns,herbivore
20339,word_clues,herbs: seasonings | basil and oregano | flavorful plants
10950,personalNouns,herculean
10951,personalNouns,hercules
10952,personalNouns,herd
18957,word_clues,herd: gather | large number | crowd | drove
10953,personalNouns,herder
10954,personalNouns,herdess
10955,personalNouns,herdsman
2515,commonWords,here
10956,personalNouns,here
27835,interjections,here
18958,word_clues,here: present | roll call response | in this very spot
25719,compounds,hereabout | here | about
10957,personalNouns,hereabouts
10958,personalNouns,hereafter
25720,compounds,hereafter | here | after
25721,compounds,hereby | here | by
10959,personalNouns,hereford
25722,compounds,herein | here | in
10960,personalNouns,hereinafter
10961,personalNouns,hereinbefore
10962,personalNouns,hereof
25723,compounds,hereof | here | of
25724,compounds,hereon | here | on
10963,personalNouns,hereto
25725,compounds,hereto | here | to
10964,personalNouns,heretofore
25726,compounds,hereunto | here | unto
10965,personalNouns,hereupon
25727,compounds,hereupon | here | upon
10966,personalNouns,herewith
25728,compounds,herewith | here | with
5565,commonWords,heritage
10967,personalNouns,heritor
10968,personalNouns,hermaphrodite
10969,personalNouns,hermeneutics
10970,personalNouns,hermes
10971,personalNouns,hermit
21975,word_clues,hermit: recluse | loner | common pet crab
10972,personalNouns,hero
18959,word_clues,"hero: white hat | main character, usually | brave warrior"
21976,word_clues,heroic: brave | daring | stout | noble | valiant
10973,personalNouns,heron
20340,word_clues,heron: wading bird | marsh bird | graceful bird | shore bird
10974,personalNouns,herpes
10975,personalNouns,herpetologist
10976,personalNouns,herr
25729,compounds,herringbone | herring | bone
283,possessive_pronouns,hers | t | f | s
10977,personalNouns,herschel
7391,commonWords,herself
25730,compounds,herself | her | self
10978,personalNouns,hesitant
10979,personalNouns,hesperides
10980,personalNouns,hesperus
10981,personalNouns,heterodox
10982,personalNouns,heteronym
10983,personalNouns,heteroptera
10984,personalNouns,heulandite
10985,personalNouns,hew
534160,irregular_verbs,"hew, hew, hewn"
10986,personalNouns,hewer
10987,personalNouns,hewn
10988,personalNouns,hexad
10989,personalNouns,hexagon
10990,personalNouns,hexahedron
10991,personalNouns,hexangular
10992,personalNouns,hexapod
10993,personalNouns,hexapoda
5292,commonWords,hey
27836,interjections,hey
25731,compounds,heyday | hey | day
3631,commonWords,hi
10994,personalNouns,hiatus
10995,personalNouns,hibiscus
10996,personalNouns,hiccough
21977,word_clues,hiccup: minor setback | spasm sound | minor interruption | breathe spasmodically | diaphragm spasm
5381,commonWords,hidden
21978,word_clues,hidden: put away | concealed | clandestine | under wraps | secret
10997,personalNouns,hiddenite
5325,commonWords,hide
10998,personalNouns,hide
534161,irregular_verbs,"hide, hid, hidden"
18960,word_clues,hide: obscure | camouflage | conceal | cover up
25732,compounds,hideaway | hide | away
10999,personalNouns,hidebound
25733,compounds,hidebound | hide | bound
11000,personalNouns,hie
11001,personalNouns,hierarch
1446,nouns,hierarchy
11002,personalNouns,hieroglyph
11003,personalNouns,higgle
2609,commonWords,high
11004,personalNouns,high
24220,adjs,high-density
11005,personalNouns,high-flown
11006,personalNouns,high-low
24221,adjs,high-performance
11007,personalNouns,high-pressure
24222,adjs,high-res
11008,personalNouns,high-strung
11009,personalNouns,high-top
24223,adjs,high-yield
18961,word_clues,high: up in the air | tall | towering
25734,compounds,highball | high | ball
11010,personalNouns,highbinder
11011,personalNouns,highborn
25735,compounds,highborn | high | born
25736,compounds,highboy | high | boy
25737,compounds,highbred | high | bred
25738,compounds,highbrow | high | brow
25739,compounds,highchair | high | chair
3421,commonWords,higher
21979,word_clues,higher: kind of education | more costly | more lofty | above
25740,compounds,higherup | higher | up
4225,commonWords,highest
11012,personalNouns,highflier
25741,compounds,highflier | high | flier
25742,compounds,highground | high | ground
11013,personalNouns,highland
25743,compounds,highland | high | land
8784,pairs,highland | island
11014,personalNouns,highlander
25744,compounds,highlight | high | light
6605,commonWords,highlights
4351,commonWords,highly
8474,adverbs,highly
21980,word_clues,highly: to a great degree | greatly | very
25745,compounds,highpoint | high | point
25746,compounds,highrise | high | rise
11015,personalNouns,highroad
25747,compounds,highroad | high | road
20341,word_clues,highs: euphoric moments | forecast extremes | peaks
25748,compounds,highschool | high | school
25749,compounds,hightail | high | tail
25750,compounds,hightop | high | top
25751,compounds,highwater | high | water
5691,commonWords,highway
25752,compounds,highway | high | way
11016,personalNouns,highwayman
25753,compounds,highwayman | highway | man
25754,compounds,highwire | high | wire
25755,compounds,hijack | hi | jack
21981,word_clues,hijack: take by force | seize by force | steal cargo
18962,word_clues,hike: raise | long walk | wilderness walk
20342,word_clues,hiker: path finder | trail user | backpacking sort | backpacker
20343,word_clues,hikes: raises prices | increases | walks | goes backpacking | takes to the trails | walks in the woods
11017,personalNouns,hilar
3716,commonWords,hill
11018,personalNouns,hill
18963,word_clues,hill: mound | small mountain | king's spot
11019,personalNouns,hilling
11020,personalNouns,hillock
5446,commonWords,hills
20344,word_clues,hills: inclines | slopes | sledding sites | rises
11021,personalNouns,hillside
25756,compounds,hillside | hill | side
11022,personalNouns,hilltop
25757,compounds,hilltop | hill | top
20345,word_clues,hilly: good for sledding | rolling | not flat | like some terrain
11023,personalNouns,hilt
18964,word_clues,hilt: sword handle | dagger handle | ax handle
6702,commonWords,hilton
11024,personalNouns,hilum
11025,personalNouns,hilus
2766,commonWords,him
23826,personal_pronouns,him | t | m | s
11026,personalNouns,himalayan
4483,commonWords,himself
25758,compounds,himself | him | self
11027,personalNouns,hind
11028,personalNouns,hinder
21982,word_clues,hinder: impede | try to prevent | stand in the way | be an obstacle to
11029,personalNouns,hinderer
11030,personalNouns,hinderest
11031,personalNouns,hindermost
11032,personalNouns,hindgut
11033,personalNouns,hindi
11034,personalNouns,hindmost
25759,compounds,hindmost | hind | most
11035,personalNouns,hindoo
25760,compounds,hindquarter | hind | quarter
25761,compounds,hindsight | hind | sight
11036,personalNouns,hindu
11037,personalNouns,hindustani
11038,personalNouns,hinge
20346,word_clues,hinge: depend | turning point | door attachment | door part | pivot point | door hardware
21983,word_clues,hinges: swinging joints | door attachments | gate pivots
11039,personalNouns,hint
18965,word_clues,hint: inkling | trace | insinuate | clue
25762,compounds,hinterland | hinter | land
20347,word_clues,hints: traces | indications | clues | suggests | implies subtly
5352,commonWords,hip
11040,personalNouns,hip
11041,personalNouns,hippobosca
11042,personalNouns,hippocampus
11043,personalNouns,hippocrates
11044,personalNouns,hippodrome
11045,personalNouns,hippopotamus
18966,word_clues,hips: pelvis | rose fruits | body part
4642,commonWords,hire
11046,personalNouns,hire
18967,word_clues,hire: employ | put on the payroll | charter
11047,personalNouns,hireling
8785,pairs,hireling | squireling
11048,personalNouns,hirer
11049,personalNouns,hires
11050,personalNouns,hirsute
11051,personalNouns,hirudinea
11052,personalNouns,hirudo
